bacterial_species,isolate_code,administrative_region,national_site,local_site,sample_source,replicate,colony,esbl,ampicillin_mic,ampicillin_int,amoxicillin/clavulanic_acid_mic,amoxicillin/clavulanic_acid_int,ceftaroline_mic,ceftaroline_int,cefalexin_mic,cefalexin_int,cefalotin_mic,cefalotin_int,cefpodoxime_mic,cefpodoxime_int,cefotaxime_mic,cefotaxime_int,cefovecin_mic,cefovecin_int,ceftiofur_mic,ceftiofur_int,ceftazidime/avibactam_mic,ceftazidime/avibactam_int,imepenem_mic,imepenem_int,amikacin_mic,amikacin_int,gentamicin_mic,gentamicin_int,neomycin_mic,neomycin_int,nalidixic_acid_mic,nalidixic_acid_int,enrofloxacin_mic,enrofloxacin_int,marbofloxacin_mic,marbofloxacin_int,pradofloxacin_mic,pradofloxacin_int,doxycycline_mic,doxycycline_int,tetracycline_mic,tetracycline_int,nitrofurantoin_mic,nitrofurantoin_int,chloramphenicol_mic,chloramphenicol_int,trimethoprim/sulfamethazole_mic,trimethoprim/sulfamethazole_int,scored_resistance,num_antibiotics_tested,mar_index
escherichia_coli,sgpgfgr3c7,region_iii_central_luzon,pampanga,san_gabriel,fish_gusaw,3,7,neg,≤2,r,≤2,s,,s,≤64,r,4,s,≤0.25,s,,s,≤0.5,s,4,i,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,≤0.25,s,≥16,r,≥16,r,≤16,s,≥64,r,≥320,r,6,22,0.2727
escherichia_coli,salpgfgr3c8,region_iii_central_luzon,pampanga,san_gabriel,fish_gusaw,3,8,neg,8,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,32,r,≥320,r,4,22,0.1818
escherichia_coli,salpgfgr3c10,region_iii_central_luzon,pampanga,san_gabriel,fish_gusaw,3,10,neg,8,r,≤2,s,,s,32,r,4,s,≤0.25,s,,s,≤0.5,s,≥8,r,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,≥64,r,≥320,r,7,22,0.3182
salmonella_group,salpgfgr3c10,region_iii_central_luzon,pampanga,san_gabriel,fish_gusaw,3,10,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4,22,0.1818
escherichia_coli,vcpgrwr1c5,region_iii_central_luzon,pampanga,san_gabriel,river_water,1,5,neg,8*,*r,4,s,,s,>=64,r,4,s,<=0.25,s,,s,1,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,0.25,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=0.20,s,2,22,0.0909
escherichia_coli,vcpgrwr1c13,region_iii_central_luzon,pampanga,san_gabriel,river_water,1,13,neg,4*,*r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,1,s,4,i,,s,<=0.26,s,<=2,s,<=1,s,<=2,s,,,0.25,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=0.20,s,2,22,0.0909
klebsiella_pneumoniae_ssp_pneumoniae,vcpgrwr1c14,region_iii_central_luzon,pampanga,san_gabriel,river_water,1,14,neg,16,*r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,1,s,4,i,,s,<=0.27,s,<=2,s,<=1,s,<=2,s,,,1,i,<=0.5,s,<=0.12,s,1,i,<=1,s,32,s,<=2,s,<=0.20,s,1,22,0.0455
vibrio_fluvialis,vcpgrwr1c21,region_iii_central_luzon,pampanga,san_gabriel,river_water,1,21,neg,<=8,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>=16,r,,,<=8,s,>=4/76,r,2,4,0.5
vibrio_cholerae,vcpgrwr1c22,region_iii_central_luzon,pampanga,san_gabriel,river_water,1,22,neg,<=8,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>=16,r,,,<=8,s,>=4/76,r,2,4,0.5
vibrio_cholerae,vcpgrwr1c23,region_iii_central_luzon,pampanga,san_gabriel,river_water,1,23,neg,<=8,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>=16,r,,,<=8,s,>=4/76,r,2,4,0.5
klebsiella_pneumoniae_ssp_pneumoniae,vcpgrwr2c15,region_iii_central_luzon,pampanga,san_gabriel,river_water,2,15,neg,>=32,r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,1,s,4,i,,s,<=0.27,s,<=2,s,<=1,s,<=2,s,,,0.5,s,<=0.5,s,<=0.12,s,2,i,<=1,r,32,s,<=2,s,<=0.20,s,3,22,0.1364
vibrio_fluvialis,vcpgrwr3c13,region_iii_central_luzon,pampanga,san_gabriel,river_water,3,13,neg,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,,,,s,,r,2,4,0.5
escherichia_coli,vcpgftr1c7,region_iii_central_luzon,pampanga,san_gabriel,fish_tilapia,1,7,neg,8*,*r,4,s,,s,>=64,r,4,s,<=0.25,s,,s,1,s,2,s,,s,<=0.27,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=0.20,s,2,22,0.0909
escherichia_coli,vcpgftr1c9,region_iii_central_luzon,pampanga,san_gabriel,fish_tilapia,1,9,neg,4,*r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,4,s,,s,<=0.27,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,i,<=0.20,s,2,22,0.0909
escherichia_coli,vcpgftr1c10,region_iii_central_luzon,pampanga,san_gabriel,fish_tilapia,1,10,neg,4,*r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,4,i,,s,<=0.27,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,8,s,<=0.20,s,2,22,0.0909
escherichia_coli,vcpgftr1c11,region_iii_central_luzon,pampanga,san_gabriel,fish_tilapia,1,11,neg,4,*r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,4,i,,s,<=0.27,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,16,i,<=0.20,s,2,22,0.0909
escherichia_coli,vcpgftr1c12,region_iii_central_luzon,pampanga,san_gabriel,fish_tilapia,1,12,neg,4,*r,<=2,s,,s,>=64,r,4,s,<=0.25,s,,s,<=0.5,s,2,s,,s,<=0.27,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,16,i,<=0.20,s,2,22,0.0909
enterobacter_cloacae_complex,ec_prdwr1c1,region_iii_central_luzon,pampanga,san_roque,drinking_water,1,1,,,,4,*r,,,≤64,r,16,*r,0.5,s,,s,2,s,4,i,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,0.5,s,≤0.5,s,≤0.12,s,2,s,≤1,s,64,i,4,s,≤20,s,3,20,0.15
klebsiella_pneumoniae_ssp_pneumoniae,ec_prdwr1c6,region_iii_central_luzon,pampanga,san_roque,drinking_water,1,6,neg,16,*r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,≤0.5,s,4,i,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≤0.5,s,≤1,s,≤16,s,≤2,s,≤20,s,1,22,0.0455
enterobacter_cloacae_complex,ec_prdwr1c9,region_iii_central_luzon,pampanga,san_roque,drinking_water,1,9,,,,8,*r,,,16,*r,32,r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prdwr2c6,region_iii_central_luzon,pampanga,san_roque,drinking_water,2,6,,,,4,*r,,,16,*r,32,r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,4,s,≤1,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prdwr3c3,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,3,,,,8,*r,,,16,*r,16,*r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prdwr3c5,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,5,,,,4,*r,,,8,*r,32,r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,32,s,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prdwr3c9,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,9,,,,≥32,r,,,16,*r,32,r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,32,s,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prdwr3c10,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,10,,,,16,*r,,,16,*r,32,r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,2,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prrwr1c2,region_iii_central_luzon,pampanga,san_roque,river_water,1,2,,,,4,*r,,,≥64,r,16,*r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,2,s,32,s,4,s,≤20,s,3,20,0.15
klebsiella_pneumoniae_ssp_pneumoniae,ec_prrwr1c5,region_iii_central_luzon,pampanga,san_roque,river_water,1,5,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,16,i,,,1,i,1,s,0.5,i,≥16,r,≥16,r,32,s,≥64,r,≥320,r,5,22,0.2273
klebsiella_pneumoniae_ssp_pneumoniae,ec_prrwr1c10,region_iii_central_luzon,pampanga,san_roque,river_water,1,10,neg,16,*r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,2,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,32,s,4,s,≤20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_prrwr2c4,region_iii_central_luzon,pampanga,san_roque,river_water,2,4,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,64,i,≤2,s,≤20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_prrwr2c9,region_iii_central_luzon,pampanga,san_roque,river_water,2,9,neg,16,*r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,16,i,,,0.5,s,≤0.5,s,16,i,≥16,r,≥16,r,32,s,≥64,r,≥320,r,5,22,0.2273
enterobacter_cloacae_complex,ec_prrwr3c1,region_iii_central_luzon,pampanga,san_roque,river_water,3,1,,,,4,*r,,,16,*r,16,*r,0.5,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,32,s,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prrwr3c4,region_iii_central_luzon,pampanga,san_roque,river_water,3,4,,,,4,*r,,,≥64,r,16,*r,0.5,s,,s,1,s,4,i,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,32,s,4,s,≤20,s,3,20,0.15
escherichia_coli,ec_prrwr3c9,region_iii_central_luzon,pampanga,san_roque,river_water,3,9,neg,8,*r,4,s,,s,32,r,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,8,s,≤20,s,2,22,0.0909
escherichia_coli,ec_prftr1c2,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,2,neg,4,s,≤2,s,,s,8,s,16,i,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,0,22,0
escherichia_coli,ec_prftr1c10,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,10,neg,8,s,4,s,,s,8,s,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,8,s,≤20,s,0,22,0
enterobacter_aerogenes,ec_prftr1c16,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,16,,,,≥32,r,,s,≥64,r,32,r,≤0.25,s,,s,4,i,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,4,s,2,s,64,i,4,s,≤20,s,3,21,0.1429
enterobacter_cloacae_complex,ec_prftr1c17,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,17,,,,8,*r,,,16,*r,32,r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_aerogenes,ec_prftr2c5,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,2,5,,,,≥32,r,,s,≥64,r,32,r,0.5,s,,s,4,i,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,≤0.12,s,4,s,4,s,64,i,8,s,≤20,s,3,21,0.1429
escherichia_coli,ec_prftr2c7,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,2,7,neg,≤2*,*r,≤2,s,,s,32,r,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,0.25,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,2,22,0.0909
enterobacter_aerogenes,ec_prftr2c18,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,2,18,,,,≥32,r,,s,≥64,r,16,*r,≤0.25,s,,s,1,s,≤1,s,,s,0.5,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,64,i,≤2,s,≤20,s,3,21,0.1429
enterobacter_cloacae_complex,ec_prftr3c5,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,3,5,,,,8,*r,,,16,*r,16,*r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_aerogenes,ec_prfgr1c1,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,1,1,,,,≥32,r,,s,≥64,r,16,*r,≤0.25,s,,s,1,s,2,s,,s,1,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,64,i,4,s,≤20,s,3,21,0.1429
enterobacter_cloacae_complex,ec_prfgr1c7,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,1,7,,,,16,*r,,,≥64,r,16,*r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,0.25,s,≤0.5,s,≤0.12,s,2,s,≤1,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prfgr1c12,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,1,12,,,,8,*r,,,≥64,r,16,*r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,2,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prfgr1c15,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,1,15,,,,4,*r,,,≥64,r,16,*r,0.5,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prfgr1c18,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,1,18,,,,8,*r,,,16,*r,16,*r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,64,i,4,s,≤20,s,3,20,0.15
klebsiella_pneumoniae_ssp_pneumoniae,ec_prfgr2c2,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,2,2,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,1,s,0.5,i,≥16,r,≥16,r,64,i,≥64,r,≥320,r,5,22,0.2273
klebsiella_pneumoniae_ssp_pneumoniae,ec_prfgr2c7,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,2,7,neg,≥32,r,4,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,32,s,≤2,s,≤20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_prfgr2c8,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,2,8,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,64,i,≤2,s,≤20,s,1,22,0.0455
enterobacter_aerogenes,ec_prfgr2c11,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,2,11,,,,≥32,r,,s,≥64,r,32,r,0.5,s,,s,4,i,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,4,s,4,s,64,i,8,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prfgr3c1,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,1,,,,8,*r,,,16,*r,16,*r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,2,s,32,s,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prfgr3c6,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,6,,,,4,*r,,,≥64,r,16,*r,0.5,s,,s,2,s,2,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,≤1,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prfgr3c10,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,10,,,,4,*r,,,16,*r,32,r,0.5,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,2,s,64,i,4,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prfgr3c17,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,17,,,,4,*r,,,16,*r,32,r,0.5,s,,s,2,s,2,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,2,s,64,i,8,s,≤20,s,3,20,0.15
enterobacter_cloacae_complex,ec_prfgr3c20,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,20,,,,4,*r,,,≥64,r,16,*r,0.5,s,,s,2,s,4,i,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,2,s,2,s,64,i,4,s,≤20,s,3,20,0.15
salmonella_group,salprdwr1c3,region_iii_central_luzon,pampanga,san_roque,drinking_water,1,3,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,0.25,s,≤0.5,s,≤0.12,s,4,s,≤1,s,≤16,s,≤2,s,≤20,s,4,22,0.1818
escherichia_coli,salprdwr2c5,region_iii_central_luzon,pampanga,san_roque,drinking_water,2,5,neg,16,r,≤2,s,,s,≤64,r,4,s,≤0.25,s,,s,≤0.5,s,≥8,r,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,32,r,≥320,r,7,22,0.3182
salmonella_group,salprdwr3c10,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,10,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,0.25,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4,22,0.1818
escherichia_coli,salprdwr3c15,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,15,neg,8,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,32,r,≥320,r,4,22,0.1818
salmonella_group,sgprdwr1c6,region_iii_central_luzon,pampanga,san_roque,drinking_water,1,6,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4,22,0.1818
salmonella_group,sgprdwr1c10,region_iii_central_luzon,pampanga,san_roque,drinking_water,1,10,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≥8,r,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,5,22,0.2273
salmonella_group,sgprdwr2c5,region_iii_central_luzon,pampanga,san_roque,drinking_water,2,5,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4,22,0.1818
salmonella_group,sgprdwr2c9,region_iii_central_luzon,pampanga,san_roque,drinking_water,2,9,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,2,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4,22,0.1818
salmonella_group,sgprdwr3c8,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,8,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≥8,r,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,5,22,0.2273
salmonella_group,sgprdwr3c9,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,9,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,2,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4,22,0.1818
salmonella_group,salprrwr2c7,region_iii_central_luzon,pampanga,san_roque,river_water,2,7,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,2,s,≥8,r,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,5,22,0.2273
escherichia_coli,salprrwr2c9,region_iii_central_luzon,pampanga,san_roque,river_water,2,9,neg,8,r,≤2,s,,s,32,r,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,32,r,≥320,r,6,22,0.2727
escherichia_coli,salprrwr3c8,region_iii_central_luzon,pampanga,san_roque,river_water,3,8,neg,4,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,32,r,≥320,r,4,22,0.1818
escherichia_coli,salprrwr3c10,region_iii_central_luzon,pampanga,san_roque,river_water,3,10,neg,4,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,2,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,≥64,r,≥320,r,4,22,0.1818
escherichia_coli,sgprfgr3c1,region_iii_central_luzon,pampanga,san_roque,fish_gusaw,3,1,,≤2,r,≤2,s,,s,≤64,r,4,s,≤0.25,s,,s,≤0.5,s,2,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,0.25,s,≤0.5,s,≤0.12,s,≥16,r,≥16,r,≤16,s,4,s,≤20,s,4,22,0.1818
enterobacter_cloacae_complex,vcprdwr2c6,region_iii_central_luzon,pampanga,san_roque,drinking_water,2,6,neg,>=32,r,<=2,r,,s,>=64,r,8,i,<=0.25,s,,s,1,s,4,i,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,1,s,<=0.5,s,<=0.12,s,8,s,>=16,s,<=16,s,4,i,<=0.20,s,3,22,0.1364
escherichia_coli,vcprrwr1c3,region_iii_central_luzon,pampanga,san_roque,river_water,1,3,pos,>=32,r,16,i,,r,>=64,r,>=64,r,>=8,r,,,>=8,r,>=8,r,,s,<=0.25,s,<=2,s,>=16,r,<=2,s,,,>=4,r,>=4,r,>=4,r,>=16,r,>=16,r,32,s,>=64,r,>=320,r,15,21,0.7143
